"Dolphin.ID","Observation.Date","birthdate","pregID","pregnant","lactID","lactating","cycID","cycling","age","mature","possiblycyc"
"ALG",1997-11-01,1969-11-01,"0",0,"AGA",1,"0",0,28,"yes",0
"ALG",1998-04-25,1969-11-01,"0",0,"AGA",1,"0",0,28.4791238877481,"yes",0
"ALG",1998-05-02,1969-11-01,"0",0,"AGA",1,"0",0,28.498288843258,"yes",0
"ALG",1998-05-30,1969-11-01,"0",0,"AGA",1,"0",0,28.5749486652977,"yes",0
"ALG",1998-07-06,1969-11-01,"0",0,"AGA",1,"0",0,28.6762491444216,"yes",0
"ALG",1998-09-07,1969-11-01,"0",0,"AGA",1,"0",0,28.8487337440109,"yes",0
"ALG",1998-10-30,1969-11-01,"0",0,"AGA",1,"0",0,28.993839835729,"yes",0
"ALG",1998-11-11,1969-11-01,"0",0,"AGA",1,"0",0,29.0266940451745,"yes",0
"ALG",1998-12-04,1969-11-01,"0",0,"AGA",1,"0",0,29.0896646132786,"yes",0
"ALG",1998-12-06,1969-11-01,"0",0,"AGA",1,"0",0,29.0951403148528,"yes",0
"ALG",1999-02-18,1969-11-01,"0",0,"AGA",1,"0",0,29.2977412731006,"yes",0
"ALG",1999-06-24,1969-11-01,"0",0,"AGA",1,"0",0,29.6427104722793,"yes",0
"ALG",1999-10-04,1969-11-01,"0",0,"0",0,"0",0,29.9219712525667,"yes",1
"ALG",2000-09-27,1969-11-01,"0",0,"0",0,"0",0,30.9048596851472,"yes",1
"ALG",2001-09-05,1969-11-01,"0",0,"0",0,"0",0,31.8439425051335,"yes",1
"ALG",2001-09-20,1969-11-01,"0",0,"0",0,"0",0,31.8850102669405,"yes",1
"ALG",2001-10-07,1969-11-01,"0",0,"0",0,"0",0,31.9315537303217,"yes",1
"ALG",2001-10-15,1969-11-01,"0",0,"0",0,"0",0,31.9534565366188,"yes",1
"ALG",2001-10-22,1969-11-01,"0",0,"0",0,"0",0,31.9726214921287,"yes",1
"ALG",2002-03-19,1969-11-01,"0",0,"0",0,"0",0,32.3778234086242,"yes",1
"ALG",2002-07-30,1969-11-01,"0",0,"0",0,"0",0,32.7419575633128,"yes",1
"ALG",2002-08-14,1969-11-01,"0",0,"0",0,"0",0,32.7830253251198,"yes",1
"ALG",2002-10-03,1969-11-01,"0",0,"0",0,"0",0,32.9199178644764,"yes",1
"ALG",2002-10-31,1969-11-01,"0",0,"0",0,"0",0,32.9965776865161,"yes",1
"ALG",2002-11-04,1969-11-01,"0",0,"0",0,"0",0,33.0075290896646,"yes",1
"ALG",2003-01-08,1969-11-01,"0",0,"0",0,"0",0,33.1854893908282,"yes",1
"ALG",2003-03-09,1969-11-01,"0",0,"0",0,"0",0,33.3497604380561,"yes",1
"ALG",2003-03-11,1969-11-01,"0",0,"0",0,"0",0,33.3552361396304,"yes",1
"ALG",2003-04-16,1969-11-01,"0",0,"0",0,"0",0,33.4537987679671,"yes",1
"ALG",2003-05-01,1969-11-01,"0",0,"0",0,"0",0,33.4948665297741,"yes",1
"ALG",2003-05-02,1969-11-01,"0",0,"0",0,"0",0,33.4976043805613,"yes",1
"ALI",1993-03-22,1982-11-01,"0",0,"0",0,"0",0,10.3874058863792,"no",0
"ALI",1993-04-16,1982-11-01,"0",0,"0",0,"0",0,10.4558521560575,"no",0
"ALI",1996-10-06,1982-11-01,"0",0,"0",0,"0",0,13.9301848049281,"yes",1
"ALI",1996-10-07,1982-11-01,"0",0,"0",0,"0",0,13.9329226557153,"yes",1
"ALI",1996-12-16,1982-11-01,"0",0,"0",0,"0",0,14.1245722108145,"yes",1
"ALI",1997-01-29,1982-11-01,"0",0,"0",0,"0",0,14.2450376454483,"yes",1
"ALI",1997-02-09,1982-11-01,"0",0,"0",0,"0",0,14.2751540041068,"yes",1
"ALI",1997-04-04,1982-11-01,"0",0,"0",0,"0",0,14.4229979466119,"yes",1
"ALI",1997-11-02,1982-11-01,"0",0,"0",0,"0",0,15.0034223134839,"yes",1
"ALI",1997-12-09,1982-11-01,"0",0,"0",0,"0",0,15.1047227926078,"yes",1
"ALI",1997-12-10,1982-11-01,"0",0,"0",0,"0",0,15.1074606433949,"yes",1
"ALI",1997-12-22,1982-11-01,"0",0,"0",0,"0",0,15.1403148528405,"yes",1
"ALI",1998-01-09,1982-11-01,"0",0,"0",0,"0",0,15.1895961670089,"yes",1
"ALI",1998-01-10,1982-11-01,"0",0,"0",0,"0",0,15.192334017796,"yes",1
"ALI",1998-12-06,1982-11-01,"0",0,"0",0,"0",0,16.0958247775496,"yes",1
"ALI",1998-12-07,1982-11-01,"0",0,"0",0,"0",0,16.0985626283368,"yes",1
"ALI",1999-08-31,1982-11-01,"0",0,"0",0,"MUL",1,16.829568788501,"yes",1
"ALI",1999-11-03,1982-11-01,"MUL",1,"0",0,"0",0,17.0047912388775,"yes",0
"ALI",2001-08-02,1982-11-01,"0",0,"MUL",1,"0",0,18.7515400410678,"yes",0
"ALI",2001-09-27,1982-11-01,"0",0,"MUL",1,"0",0,18.9048596851472,"yes",0
"ALI",2001-10-07,1982-11-01,"0",0,"MUL",1,"0",0,18.9322381930185,"yes",0
"ALI",2002-07-22,1982-11-01,"0",0,"MUL",1,"0",0,19.7207392197125,"yes",0
"ALI",2002-07-23,1982-11-01,"0",0,"MUL",1,"0",0,19.7234770704997,"yes",0
"ALI",2002-08-19,1982-11-01,"0",0,"MUL",1,"0",0,19.7973990417522,"yes",0
"ALI",2002-11-09,1982-11-01,"0",0,"0",0,"0",0,20.0219028062971,"yes",1
"ALI",2002-11-14,1982-11-01,"0",0,"0",0,"0",0,20.0355920602327,"yes",1
"ALI",2003-02-09,1982-11-01,"0",0,"0",0,"0",0,20.2737850787132,"yes",1
"ALI",2003-08-16,1982-11-01,"0",0,"0",0,"RAE",1,20.788501026694,"yes",1
"ALI",2003-08-17,1982-11-01,"0",0,"0",0,"RAE",1,20.7912388774812,"yes",1
"ALI",2003-09-28,1982-11-01,"0",0,"0",0,"RAE",1,20.9062286105407,"yes",1
"ALI",2003-12-21,1982-11-01,"RAE",1,"0",0,"0",0,21.1362080766598,"yes",0
"ALI",2004-08-21,1982-11-01,"RAE",1,"0",0,"0",0,21.8042436687201,"yes",0
"ALI",2004-09-18,1982-11-01,"RAE",1,"0",0,"0",0,21.8809034907598,"yes",0
"ALI",2004-09-19,1982-11-01,"RAE",1,"0",0,"0",0,21.8836413415469,"yes",0
"ALI",2004-10-24,1982-11-01,"0",0,"RAE",1,"0",0,21.9794661190965,"yes",0
"ALI",2004-11-21,1982-11-01,"0",0,"RAE",1,"0",0,22.0561259411362,"yes",0
"ALI",2004-12-07,1982-11-01,"0",0,"RAE",1,"0",0,22.0999315537303,"yes",0
"ALI",2006-07-20,1982-11-01,"0",0,"RAE",1,"0",0,23.7152635181383,"yes",0
"ALI",2006-08-01,1982-11-01,"0",0,"0",0,"0",0,23.7481177275838,"yes",1
"ALI",2006-08-20,1982-11-01,"0",0,"0",0,"0",0,23.8001368925394,"yes",1
"ALI",2006-11-09,1982-11-01,"0",0,"0",0,"0",0,24.0219028062971,"yes",1
"ALP",2022-04-24,2016-11-01,"0",0,"0",0,"0",0,5.4757015742642,"no",0
"ALP",2022-06-22,2016-11-01,"0",0,"0",0,"0",0,5.637234770705,"no",0
"ALP",2023-06-10,2016-11-01,"0",0,"0",0,"0",0,6.60369609856263,"no",0
"ALT",2002-08-20,1988-11-01,"0",0,"DNR",1,"0",0,13.7987679671458,"yes",0
"ALT",2003-08-17,1988-11-01,"0",0,"DNR",1,"0",0,14.7898699520876,"yes",0
"ALT",2004-09-18,1988-11-01,"0",0,"0",0,"0",0,15.8795345653662,"yes",1
"ALT",2004-11-21,1988-11-01,"0",0,"0",0,"0",0,16.0547570157426,"yes",1
"ALT",2005-07-09,1988-11-01,"0",0,"0",0,"PDR",1,16.684462696783,"yes",1
"ALT",2005-10-01,1988-11-01,"0",0,"0",0,"PDR",1,16.9144421629021,"yes",1
"ALT",2005-10-23,1988-11-01,"0",0,"0",0,"PDR",1,16.974674880219,"yes",1
"ALT",2006-07-19,1988-11-01,"PDR",1,"0",0,"0",0,17.7111567419576,"yes",0
"ALT",2009-09-15,1988-11-01,"0",0,"0",0,"0",0,20.870636550308,"yes",1
"ALT",2009-10-10,1988-11-01,"0",0,"0",0,"0",0,20.9390828199863,"yes",1
"ALT",2009-10-18,1988-11-01,"0",0,"0",0,"0",0,20.9609856262834,"yes",1
"ALT",2010-10-10,1988-11-01,"0",0,"0",0,"0",0,21.9383983572895,"yes",1
"ALT",2010-12-06,1988-11-01,"0",0,"0",0,"0",0,22.0944558521561,"yes",1
"ALT",2013-09-16,1988-11-01,"0",0,"0",0,"EDN",1,24.8733744010951,"yes",1
"ALT",2013-10-14,1988-11-01,"0",0,"0",0,"EDN",1,24.9500342231348,"yes",1
"ALT",2013-11-18,1988-11-01,"EDN",1,"0",0,"0",0,25.0458590006845,"yes",0
"ALT",2014-09-09,1988-11-01,"EDN",1,"0",0,"ODY",0,25.8535249828884,"yes",0
"ALT",2014-09-26,1988-11-01,"EDN",1,"0",0,"ODY",0,25.9000684462697,"yes",0
"ALT",2014-11-18,1988-11-01,"0",0,"EDN",1,"ODY",1,26.0451745379877,"yes",0
"ALT",2014-11-20,1988-11-01,"0",0,"EDN",1,"ODY",1,26.0506502395619,"yes",0
"ALT",2014-12-24,1988-11-01,"0",0,"0",0,"ODY",1,26.1437371663244,"yes",1
"ALT",2014-12-25,1988-11-01,"0",0,"0",0,"ODY",1,26.1464750171116,"yes",1
"ALT",2014-12-27,1988-11-01,"0",0,"0",0,"ODY",1,26.1519507186858,"yes",1
"ALT",2015-08-06,1988-11-01,"ODY",1,"0",0,"0",0,26.7597535934292,"yes",0
"ALT",2015-08-28,1988-11-01,"ODY",1,"0",0,"0",0,26.8199863107461,"yes",0
"ALT",2017-05-17,1988-11-01,"0",0,"ODY",1,"0",0,28.539356605065,"yes",0
"ALT",2017-05-30,1988-11-01,"0",0,"ODY",1,"0",0,28.5749486652977,"yes",0
"ALT",2017-05-31,1988-11-01,"0",0,"ODY",1,"0",0,28.5776865160849,"yes",0
"ALT",2017-06-14,1988-11-01,"0",0,"ODY",1,"0",0,28.6160164271047,"yes",0
"ALT",2017-10-06,1988-11-01,"0",0,"ODY",1,"0",0,28.9281314168378,"yes",0
"ALT",2017-10-20,1988-11-01,"0",0,"ODY",1,"0",0,28.9664613278576,"yes",0
"ALT",2018-09-21,1988-11-01,"0",0,"0",0,"0",0,29.886379192334,"yes",1
"ALT",2018-10-16,1988-11-01,"0",0,"0",0,"0",0,29.9548254620123,"yes",1
"ALT",2019-09-25,1988-11-01,"0",0,"0",0,"ADI",1,30.8966461327858,"yes",1
"ALT",2022-06-22,1988-11-01,"0",0,"ETH",1,"0",0,33.637234770705,"yes",0
"ALT",2022-10-14,1988-11-01,"0",0,"ETH",1,"0",0,33.9493497604381,"yes",0
"ALT",2022-11-10,1988-11-01,"0",0,"ETH",1,"0",0,34.0232717316906,"yes",0
"ALT",2023-11-13,1988-11-01,"0",0,"ETH",1,"0",0,35.0308008213552,"yes",0
"ALV",1999-08-22,1981-11-01,"0",0,"0",0,"DLG",1,17.8042436687201,"yes",1
"ALV",2001-09-20,1981-11-01,"0",0,"DLG",1,"0",0,19.8850102669405,"yes",0
"ALV",2002-08-20,1981-11-01,"0",0,"0",0,"0",0,20.7994524298426,"yes",1
"AMA",1997-02-23,1984-11-01,"0",0,"KYD",1,"0",0,12.3121149897331,"yes",0
"AMA",1997-12-09,1984-11-01,"0",0,"KYD",1,"0",0,13.1033538672142,"yes",0
"AMA",1998-01-28,1984-11-01,"0",0,"KYD",1,"0",0,13.2402464065708,"yes",0
"AMA",1999-08-09,1984-11-01,"0",0,"0",0,"0",0,14.7679671457906,"yes",1
"AMA",1999-10-04,1984-11-01,"0",0,"0",0,"0",0,14.92128678987,"yes",1
"AMA",1999-10-21,1984-11-01,"0",0,"0",0,"0",0,14.9678302532512,"yes",1
"AMA",1999-11-03,1984-11-01,"0",0,"0",0,"0",0,15.0034223134839,"yes",1
"AMA",2002-03-21,1984-11-01,"0",0,"0",0,"0",0,17.3826146475017,"yes",1
"AMA",2002-05-08,1984-11-01,"0",0,"0",0,"0",0,17.5140314852841,"yes",1
"AMA",2002-05-09,1984-11-01,"0",0,"0",0,"0",0,17.5167693360712,"yes",1
"AMA",2002-06-21,1984-11-01,"0",0,"0",0,"0",0,17.6344969199179,"yes",1
"AMA",2003-05-02,1984-11-01,"0",0,"0",0,"0",0,18.4969199178645,"yes",1
"AMA",2004-09-19,1984-11-01,"0",0,"0",0,"0",0,19.8822724161533,"yes",1
"AMA",2004-10-05,1984-11-01,"0",0,"0",0,"0",0,19.9260780287474,"yes",1
"AMA",2004-11-09,1984-11-01,"0",0,"0",0,"0",0,20.0219028062971,"yes",1
"AMA",2008-06-24,1984-11-01,"0",0,"PDA",1,"0",0,23.6440793976728,"yes",0
"AME",2004-07-29,1991-11-01,"0",0,"AUL",1,"0",0,12.7419575633128,"yes",0
"AME",2011-06-23,1991-11-01,"0",0,"0",0,"0",0,19.6413415468857,"yes",1
"AME",2012-07-07,1991-11-01,"0",0,"0",0,"0",0,20.6817248459959,"yes",1
"AMO",1997-02-11,1996-11-01,"0",0,"0",0,"0",0,0.279260780287474,"no",0
"AMO",1997-04-25,1996-11-01,"0",0,"0",0,"0",0,0.479123887748118,"no",0
"AMO",1997-07-04,1996-11-01,"0",0,"0",0,"0",0,0.670773442847365,"no",0
"AMO",1997-07-06,1996-11-01,"0",0,"0",0,"0",0,0.676249144421629,"no",0
"AMO",1997-07-12,1996-11-01,"0",0,"0",0,"0",0,0.692676249144422,"no",0
"AMO",1997-07-13,1996-11-01,"0",0,"0",0,"0",0,0.695414099931554,"no",0
"AMO",1997-07-16,1996-11-01,"0",0,"0",0,"0",0,0.70362765229295,"no",0
"AMO",1997-07-18,1996-11-01,"0",0,"0",0,"0",0,0.709103353867214,"no",0
"AMO",1997-07-19,1996-11-01,"0",0,"0",0,"0",0,0.711841204654346,"no",0
"AMO",1997-07-22,1996-11-01,"0",0,"0",0,"0",0,0.720054757015743,"no",0
"AMO",1997-07-29,1996-11-01,"0",0,"0",0,"0",0,0.739219712525667,"no",0
"AMO",1997-07-30,1996-11-01,"0",0,"0",0,"0",0,0.741957563312799,"no",0
"AMO",1997-08-08,1996-11-01,"0",0,"0",0,"0",0,0.766598220396988,"no",0
"AMO",1997-08-09,1996-11-01,"0",0,"0",0,"0",0,0.769336071184121,"no",0
"AMO",1997-08-13,1996-11-01,"0",0,"0",0,"0",0,0.780287474332649,"no",0
"AMO",1997-08-15,1996-11-01,"0",0,"0",0,"0",0,0.785763175906913,"no",0
"AMO",1998-01-08,1996-11-01,"0",0,"0",0,"0",0,1.1854893908282,"no",0
"AMO",1998-04-18,1996-11-01,"0",0,"0",0,"0",0,1.45927446954141,"no",0
"AMO",1998-05-02,1996-11-01,"0",0,"0",0,"0",0,1.49760438056126,"no",0
"AMO",1998-05-04,1996-11-01,"0",0,"0",0,"0",0,1.50308008213552,"no",0
"AMO",1998-07-18,1996-11-01,"0",0,"0",0,"0",0,1.70841889117043,"no",0
"AMO",1998-07-25,1996-11-01,"0",0,"0",0,"0",0,1.72758384668036,"no",0
"AMO",1998-08-08,1996-11-01,"0",0,"0",0,"0",0,1.76591375770021,"no",0
"AMO",1998-09-09,1996-11-01,"0",0,"0",0,"0",0,1.85352498288843,"no",0
"AMO",1998-09-26,1996-11-01,"0",0,"0",0,"0",0,1.90006844626968,"no",0
"AMO",1998-09-28,1996-11-01,"0",0,"0",0,"0",0,1.90554414784394,"no",0
"AMO",1998-10-12,1996-11-01,"0",0,"0",0,"0",0,1.94387405886379,"no",0
"AMO",1998-10-13,1996-11-01,"0",0,"0",0,"0",0,1.94661190965092,"no",0
"AMO",1998-10-14,1996-11-01,"0",0,"0",0,"0",0,1.94934976043806,"no",0
"AMO",1998-10-27,1996-11-01,"0",0,"0",0,"0",0,1.98494182067077,"no",0
"AMO",1999-06-07,1996-11-01,"0",0,"0",0,"0",0,2.59548254620123,"no",0
"AMO",1999-06-24,1996-11-01,"0",0,"0",0,"0",0,2.64202600958248,"no",0
"AMO",1999-09-08,1996-11-01,"0",0,"0",0,"0",0,2.85010266940452,"no",0
"AMO",1999-09-09,1996-11-01,"0",0,"0",0,"0",0,2.85284052019165,"no",0
"AMO",1999-10-04,1996-11-01,"0",0,"0",0,"0",0,2.92128678986995,"no",0
"AMO",1999-11-01,1996-11-01,"0",0,"0",0,"0",0,2.99794661190965,"no",0
"AMO",2000-05-21,1996-11-01,"0",0,"0",0,"0",0,3.55099247091034,"no",0
"AMO",2001-06-28,1996-11-01,"0",0,"0",0,"0",0,4.65434633812457,"no",0
"AMO",2001-07-20,1996-11-01,"0",0,"0",0,"0",0,4.71457905544148,"no",0
"AMO",2001-08-08,1996-11-01,"0",0,"0",0,"0",0,4.76659822039699,"no",0
"AMO",2001-11-10,1996-11-01,"0",0,"0",0,"0",0,5.02395619438741,"no",0
"AMO",2002-07-22,1996-11-01,"0",0,"0",0,"0",0,5.71937029431896,"no",0
"AMO",2002-08-14,1996-11-01,"0",0,"0",0,"0",0,5.782340862423,"no",0
"AMO",2002-08-30,1996-11-01,"0",0,"0",0,"0",0,5.82614647501711,"no",0
"AMO",2002-11-14,1996-11-01,"0",0,"0",0,"0",0,6.03422313483915,"no",0
"AMO",2003-07-06,1996-11-01,"0",0,"0",0,"0",0,6.67488021902806,"no",0
"AMO",2003-07-19,1996-11-01,"0",0,"0",0,"0",0,6.71047227926078,"no",0
